id,fetched_at,name,album_type,available_markets_rowid,external_id_upc,copyright_c,copyright_p,label,popularity,release_date,release_date_precision,total_tracks
0p0b5NEjx9v2XfSQG3qel8,2025-03-13 00:00:00.000000 +00:00,Can we talk about Isaac?,single,4,5021732720139,"Under exclusive licence to Parlophone Records Limited, © 2025 Atlas Artists","Under exclusive licence to Parlophone Records Limited, ℗ 2025 Atlas Artists",Parlophone UK,51,2025-03-05,day,1
5dqduEZyQ0G5E6wOf9HyQM,2025-03-13 00:00:00.000000 +00:00,4162736f-6c75-7465-2052-6f6d616e6365,single,4,5034644426303,2025 Hanna Järver,2025 Hanna Järver,Hanna Järver,25,2025-02-28,day,1
6pF4utdDeVRkUmHyny2C36,2025-03-13 00:00:00.000000 +00:00,I Hate San Francisco,single,3,196872752700,,"(P) 2025 Maria Jane Smith AB, under exclusive license to Milkshake, a division of Sony Music Entertainment Sweden AB",Milkshake,33,2025-02-14,day,1
6WgNtisaBfx6HlMGFDltTK,2025-03-13 00:00:00.000000 +00:00,43686173-696e-6720-5061-726164697365,single,3,196872819632,,(P) 2025 Kygo AS under exclusive license to Sony Music Entertainment Sweden AB,Kygo,64,2025-01-24,day,1
5PW02IAIsETeyIH821pOr3,2025-03-13 00:00:00.000000 +00:00,This Dream Of Mine,single,4,5034644485942,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,Emperial AB,48,2025-02-28,day,1
0upNGBrIv5iJsOW0N114aN,2025-03-13 00:00:00.000000 +00:00,Ride,single,3,199066641897,(C) 2025 Amanda Cy,(P) 2025 Amanda Cy,Amanda Cy,22,2025-02-28,day,1
0oDu7rtyiL89CyehBmsZ8C,2025-03-13 00:00:00.000000 +00:00,42c3a473-7420-6920-76c3-a4726c64656e,single,4,5021732622099,© 2025 Warner Music Sweden AB,℗ 2025 Warner Music Sweden AB,WM Sweden,37,2025-02-14,day,1
6lrh5oMgt7bWxPo9oyDZd3,2025-03-13 00:00:00.000000 +00:00,Silver Heart,single,4,5034644414423,2025 Tears In Stereo,2025 Tears In Stereo,Tears In Stereo,40,2025-02-19,day,1
79pXYIrBC0AClFOPDK1xzL,2025-03-13 00:00:00.000000 +00:00,Sad But True,single,6,09341004140349,© 2025 Mushroom Music,℗ 2025 Mushroom Music,Mushroom Music,43,2025-02-28,day,7
3YwyFBiVp38ZenPHy04LRd,2025-03-13 00:00:00.000000 +00:00,Lost Your Faith,single,4,075679619273,© 2025 Atlantic Records Group,℗ 2025 Atlantic Records Group,41746c61-6e74-6963-2052-65636f726473,58,2025-02-07,day,1
5xkuXv7sF9nFqO5fYn6l7M,2025-03-13 00:00:00.000000 +00:00,High Fashion,single,3,196872836561,,"(P) 2025 Columbia Records, a Division of Sony Music Entertainment, under exclusive license from As Long As I'm Dancing LLC.",Columbia,63,2025-02-14,day,1
5gZFprukMkMJiEKEgf3q1f,2025-03-13 00:00:00.000000 +00:00,Kansas Anymore (The Longest Goodbye),album,2,00602475901372,© 2025 Interscope Records,℗ 2025 Interscope Records,Interscope Records,74,2025-02-14,day,17
1opoGGpR30y1SJd3nQMsRH,2025-03-13 00:00:00.000000 +00:00,Another Horizon,single,3,7350110873630,32303235-2054-454e-2052-65636f726473,32303235-2054-454e-2052-65636f726473,TEN Records,23,2025-02-14,day,1
3qrzLXpKrkxYvdS5oDfpDV,2025-03-13 00:00:00.000000 +00:00,Made Of,single,3,196872745764,,(P) 2025 Sony Music Entertainment Finland Oy,Sony Music Entertainment Finland,50,2025-01-16,day,1
5bssbrUysFWfGLBAp0HJ01,2025-03-13 00:00:00.000000 +00:00,I Do (Joni's Song),single,3,199066680339,(C) 2025 The Satchi Six in collaboration with Teron & Uchü,(P) 2025 The Satchi Six in collaboration with Teron & Uchü,The Satchi Six,28,2025-02-21,day,1
4oXZ87dBtRWJuLE9NzzKfT,2025-03-13 00:00:00.000000 +00:00,24K Gold,single,4,5034644446899,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,Emperial AB,53,2025-02-14,day,1
3muDr0rYaowGQhYjKE4ol2,2025-03-13 00:00:00.000000 +00:00,Den känslan,single,3,196872730869,,(P) 2025 Linnea Henriksson under exclusive license to Sony Music Entertainment Sweden AB,Sony Music Sweden,48,2025-01-31,day,1
1SHRLt3g7yrOZT9TG7Ffep,2025-03-13 00:00:00.000000 +00:00,I’m Not a Boy,single,4,075679620910,"An Atlantic Records release. Under exclusive license to Atlantic Recording Corporation for the world excluding Denmark, Finland, Norway and Sweden. Distributed by ADA Nordic for Denmark, Finland, Norway and Sweden., © 2025 Artist Company Ten AB","An Atlantic Records release. Under exclusive license to Atlantic Recording Corporation for the world excluding Denmark, Finland, Norway and Sweden. Distributed by ADA Nordic for Denmark, Finland, Norway and Sweden., ℗ 2025 Artist Company Ten AB",41746c61-6e74-6963-2052-65636f726473,46,2025-01-31,day,1
6lIra1LwEsGHs827ruYdwP,2025-03-13 00:00:00.000000 +00:00,"Pandemi, Palestina & Heartache",album,3,7300343501961,2025 YO Running Club AB,2025 YO Running Club AB,YO Running Club AB,47,2025-02-14,day,10
1zzBMa4v3vSTGvp07VuAHd,2025-03-13 00:00:00.000000 +00:00,Yihaa,single,2,00602475861348,© 2025 Universal Music AB,℗ 2025 Universal Music AB,Universal Music AB,60,2025-02-14,day,1
7LgWrBIe8VFX0yRdpRxG09,2025-03-13 00:00:00.000000 +00:00,Säg nåt,single,2,00602475811374,© 2025 Dundra Publikationer AB/Universal Music AB,℗ 2025 Dundra Publikationer AB/Universal Music AB,Universal Music AB,41,2025-01-17,day,1
66dalPj3EsGp24D1MytMNF,2025-03-13 00:00:00.000000 +00:00,Hålla oss till saken,single,3,7350110873586,32303235-2054-454e-2052-65636f726473,32303235-2054-454e-2052-65636f726473,TEN Records,22,2025-02-14,day,1
57BkENCzmNoJHWuD3iPxRF,2025-03-13 00:00:00.000000 +00:00,YOUNG GIRL DISAPPEARED VOL. 1,single,3,199066562628,(C) 2025 GR:OW Records,(P) 2025 GR:OW Records,GR:OW Records,21,2025-02-07,day,5
2mw1qufYqXPQ9yqA5vA0Aw,2025-03-13 00:00:00.000000 +00:00,One More Dance,single,2,00602475817963,© 2025 Darkroom/Interscope Records,℗ 2025 Darkroom/Interscope Records,Darkroom/Interscope Records,62,2025-02-07,day,1
5U0OoDohyz77XvmDW1aYSX,2025-03-13 00:00:00.000000 +00:00,Stay,single,4,7330169559051,2025 Boogie Move Trip. Distributed by ADA Nordic,2025 Boogie Move Trip. Distributed by ADA Nordic,426f6f67-6965-204d-6f76-652054726970,22,2025-02-14,day,1
0bAYZeyWRQEikxxpxRGZrs,2025-03-13 00:00:00.000000 +00:00,MAYBE.,single,2,00196922992506,"© 2024 Sienna Spiro, under exclusive license to UMG Recordings, Inc.","℗ 2024 Sienna Spiro, under exclusive license to UMG Recordings, Inc.",Sienna Spiro,59,2024-08-02,day,1
4dbDPnJUvamYRBEJ6nA2n2,2025-03-13 00:00:00.000000 +00:00,Nothing Breaks Like a Heart - Spotify Singles,single,3,196872830279,,A Sony Music Italy / Arista Records release P) 2025 Sony Music Entertainment Italy S.p.A.,Sony Music Italy / Arista Records,65,2025-01-29,day,1
1XyPY2lf8S8WJWxaoBA6us,2025-03-13 00:00:00.000000 +00:00,Regntid (feat. Kabusa Oriental Choir),single,3,196872833546,,(P) 2025 Os Der Følger Floden,Os Der Følger Floden,48,2025-02-07,day,1
4DjlkBoRfh4KmiGsUrmOwz,2025-03-13 00:00:00.000000 +00:00,Rädda mig,single,2,00602475683537,© 2025 Universal Music AB,℗ 2025 Universal Music AB,Universal Music AB,49,2025-02-14,day,1
0otIfMs1Ie7jSBOvqnecDy,2025-03-13 00:00:00.000000 +00:00,han e done,single,2,00602475810292,© 2025 Universal Music AB,℗ 2025 Universal Music AB,Universal Music AB,37,2025-01-24,day,1
2Qyj2igDUVDUsTiteIIrer,2025-03-13 00:00:00.000000 +00:00,Salt,single,3,067003911368,2025 Queen of Lifestyle AB under exclusive license to Nettwerk Music Group Inc.,2025 Queen of Lifestyle AB under exclusive license to Nettwerk Music Group Inc.,Nettwerk Music Group,37,2025-02-07,day,4
6AxmBHXtOljB2Q5aeJ6QVq,2025-03-13 00:00:00.000000 +00:00,Vår första gång,single,4,5034644349916,"2025 Freebird Entertainment AB, distributed by ADA Nordic","2025 Freebird Entertainment AB, distributed by ADA Nordic",Freebird Entertainment AB,49,2025-01-31,day,1
6XH2lCmGJBs3yCUSglARXW,2025-03-13 00:00:00.000000 +00:00,Beautiful Woman,album,3,067003156554,2025 Pangur Records under exclusive license to Nettwerk Music Group Inc.,2025 Pangur Records under exclusive license to Nettwerk Music Group Inc.,Nettwerk Music Group,47,2025-02-07,day,10
5Dlx5l6BNZ66KsjHlGdWDY,2025-03-13 00:00:00.000000 +00:00,Songs I Cry 2,single,2,00602475840947,© 2025 Universal Music (Denmark) A/S,℗ 2025 Universal Music (Denmark) A/S,Universal Music A/S,50,2025-02-07,day,5
41mBP4491hLo7TFDIJFFQQ,2025-03-13 00:00:00.000000 +00:00,Andra Våningen,single,3,7300343692683,32303235-2046-6576-6572-20576f726c64,32303235-2046-6576-6572-20576f726c64,Fever World,43,2025-02-21,day,1
2GYQAjgcdyWL0CVEqVZnQ7,2025-03-13 00:00:00.000000 +00:00,SNOWBUNNY,single,3,7300343207382,2025 Kenneth Svensson,2025 Kenneth Svensson,4b656e6e-6574-6820-5376-656e73736f6e,44,2025-01-03,day,1
3GXN0jNcON65uZkVdc3AuV,2025-03-13 00:00:00.000000 +00:00,Där palmerna bor (2025),single,4,5021732622471,© 2025 Warner Music Sweden AB,℗ 2025 Warner Music Sweden AB,WM Sweden,52,2025-01-24,day,2
6ULL5I05HvLHQAOYajxoR1,2025-03-13 00:00:00.000000 +00:00,Fitta och kebab,single,3,198082173528,"2024 PG, Distributed by Gladstone","2024 PG, Distributed by Gladstone","PG, Distributed by Gladstone",44,2024-02-23,day,1
1xxkLq12qEAsTTUv0TLtEI,2025-03-13 00:00:00.000000 +00:00,BAD,single,3,196872740264,,(P) 2025 Dream Music Group. Distributed by Sony Music Entertainment Sweden AB.,Dream Music Group,31,2025-01-03,day,1
6dgqIMDkkFs7rs8bxkG1UY,2025-03-13 00:00:00.000000 +00:00,Terapi är skit,single,3,7332181130638,2025 Playground Music Scandinavia AB,2025 Playground Music Scandinavia AB,506c6179-6772-6f75-6e64-204d75736963,41,2025-02-13,day,1
02mss1KeSbakEZFKZJvy3h,2025-03-13 00:00:00.000000 +00:00,Min Volvo,single,3,7043280093716,"2025 Volvo 420 Records, distributed by Tylden","2025 Volvo 420 Records, distributed by Tylden",Volvo 420 Records,26,2025-03-07,day,1
5kmFeXcbPXCP5iFnJ571HA,2025-03-13 00:00:00.000000 +00:00,Egotrip,single,3,198883829150,2024 Under Jakka Records,2024 Under Jakka Records,Under Jakka Records,51,2024-10-25,day,1
6VRCXuC1b2MGjiat5QZ0Ql,2025-03-13 00:00:00.000000 +00:00,Gudarna på Västerbron,album,8,00602577075452,"© 2018 Levenum AB, Under exclusive license to Universal Music AB","℗ 2018 Levenum AB, Under exclusive license to Universal Music AB",Universal Music AB,59,2018-09-11,day,12
6oyTmTZoCYK6zyoaOPK9ns,2025-03-13 00:00:00.000000 +00:00,Espresso Macchiato,single,50,3617667032625,2024 TOMMY CASH,2024 TOMMY CASH,TOMMY CASH,58,2024-12-07,day,1
35q2E7Iy0368OlYsPCA0ou,2025-03-13 00:00:00.000000 +00:00,chess,single,3,1963622840227,"(C) 2025 Black 17 Media, LLC.","(P) 2025 Black 17 Media, LLC.",joyful,71,2025-01-14,day,3
4YEI7CXwPLdiSa8JumzSy7,2025-03-13 00:00:00.000000 +00:00,Landet Rundt,single,4,5021732633811,© 2025 Truls Grytnes. Distribuert av ADA Nordics - Warner Music Group,℗ 2025 Truls Grytnes. Distribuert av ADA Nordics - Warner Music Group,WM Norway,31,2025-02-20,day,1
1XmQjlnxyQO9KdeuZvbike,2025-03-13 00:00:00.000000 +00:00,NITAUIMBA WIMBO,single,52,5063687196843,2025 MAOMBI SAMSON,2025 Soave Records,Soave Records,39,2025-02-21,day,1
2AcDufjYjRQZnqf66H58PP,2025-03-13 00:00:00.000000 +00:00,Nästa Weekend,single,3,886448480167,,"(P) 1988, 2020 Sony Music Entertainment Sweden AB",Columbia,29,1988-01-01,year,2
67uxvuuim20wyN73JivDon,2025-03-13 00:00:00.000000 +00:00,Bugg & Bensin,album,3,7333041032123,© 2025 NINETONE RECORDS,℗ 2025 NINETONE RECORDS,Ninetone,32,2025-03-07,day,10
5mmIpkiVysuzjm0vDrq0bc,2025-03-13 00:00:00.000000 +00:00,NITAUIMBA WIMBO,single,1,199086166424,2025 Gladstone,2025 Gladstone,Gladstone,34,2025-01-28,day,1
5jVRof83kwoTFY8v2EHP3w,2025-03-13 00:00:00.000000 +00:00,Svenskejævel,single,2,00602478009563,"© 2025 Co I.P AS, distributed by Universal Music AS, Norway","℗ 2025 Co I.P AS, distributed by Universal Music AS, Norway",Universal Music AS Distributed Labels,48,2025-02-26,day,1
0uugVi9973DgE3eF9wfJ2S,2025-03-13 00:00:00.000000 +00:00,ELOISE,single,3,8721253522683,2025 Gozzi Records,2025 Gozzi Records,Gozzi Records,38,2025-01-17,day,1
1kjsVcNsaOStdTO3WYBiie,2025-03-13 00:00:00.000000 +00:00,Daydate,single,3,7300343458593,2025 G1ocatore,2025 G1ocatore,G1ocatore,46,2025-01-30,day,1
5XfNghz9vigzQNFDkPidN3,2025-03-13 00:00:00.000000 +00:00,Varför ska hon inte få?,single,3,7043280090715,"2025 MAJOR, Distributed by Gladstone","2025 MAJOR, Distributed by Gladstone","MAJOR, Distributed by Gladstone",43,2025-01-29,day,1
3FP0Atyv9KnRWY6TU8STm7,2025-03-13 00:00:00.000000 +00:00,GYMKHANA,single,3,198704333316,© 2024 Shape Music,℗ 2024 Shape Music,Shape Music,10,2025-01-31,day,1
5sWrOl3kwcccQBTGK7OjN8,2025-03-13 00:00:00.000000 +00:00,536dc3a5-6c61-6e64-7373-70656c617265,single,3,7043280089511,"2025 PG, distributed by Gladstone","2025 PG, distributed by Gladstone","PG, distributed by Gladstone",36,2025-01-31,day,1
3zHFYNtDRjOiuejSpIBle7,2025-03-13 00:00:00.000000 +00:00,Pärleporten,single,3,8721253553717,2025 Ooooklart AB / Dalapop,2025 Ooooklart AB / Dalapop,Valley Music Dalapop,29,2025-01-31,day,1
28mxfciJiYKfjhpCOiRi8z,2025-03-13 00:00:00.000000 +00:00,56494c4c-2044-5520-5641-5241204d494e,single,4,5034644404028,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,2025 Emperial AB under exclusive distribution to Warner Music Sweden AB,Emperial AB,11,2025-01-31,day,3
24jeaAV7FyMzl31bPBzxRS,2025-03-13 00:00:00.000000 +00:00,DYGNA,single,3,196872827590,,(P) 2025 Sony Music Entertainment Sweden AB,Sony Music Sweden,28,2025-01-31,day,1
19lhfxlRQBk72VeXUCybEU,2025-03-13 00:00:00.000000 +00:00,VISSLA SOM GUNILLA,single,3,8721253603306,2025 Gozzi Records,2025 Gozzi Records,Gozzi Records,23,2025-01-31,day,1
4ehssXf1FEDewzyhXLqs6e,2025-03-13 00:00:00.000000 +00:00,Om kupén kunde tala,single,3,7333041032147,© 2025 NINETONE RECORDS,℗ 2025 NINETONE RECORDS,Ninetone,20,2025-01-31,day,1
5kDAicwtLASmy03yssAXYY,2025-03-13 00:00:00.000000 +00:00,Ghlain Klain (clean girls kan va dirty),single,4,5034644403977,2025 GFM,2025 GFM,Henric Edström,25,2025-01-31,day,1
6j1gOicypIIjqglYLP1T6f,2025-03-13 00:00:00.000000 +00:00,E45,single,3,7043280088712,"2024 MAJOR, Distributed by Gladstone","2024 MAJOR, Distributed by Gladstone",MAJOR,46,2025-01-15,day,1
13bM5vxUCod4N2NQLSVs5c,2025-03-13 00:00:00.000000 +00:00,Uno Dos Tres Shurda,single,3,190295389116,"© 2019 Giant Records, a division of Warner Music Sweden AB","℗ 2019 Giant Records, a division of Warner Music Sweden AB",WM Sweden,30,2019-07-19,day,2
28GYY2uiRYmNuKhySIBRAL,2025-03-13 00:00:00.000000 +00:00,Do Di Da Da Dance,single,3,7300343196020,2025 Kalford,2025 Kalford,Kalford,10,2025-01-10,day,1
0hU5JEbaEsODriACbBtUsM,2025-03-13 00:00:00.000000 +00:00,Hvitt Gull (Kilroy),single,4,5034644377094,2025 Søte og Rare´ Records,2025 Søte og Rare´ Records,Søte og Rare´ Records,52,2025-01-17,day,1
5DO7L8olVU2vwW5HaIqtB0,2025-03-13 00:00:00.000000 +00:00,GRISCH,single,3,199066033364,(C) 2025 4 AND A HALF,(P) 2025 4 AND A HALF,4 AND A HALF,14,2025-01-10,day,1
3EzDLZgxyHjAIIJhPGQuUV,2025-03-13 00:00:00.000000 +00:00,Du ler,single,3,7333041032130,© 2025 NINETONE RECORDS,℗ 2025 NINETONE RECORDS,Ninetone,27,2025-01-17,day,1
4xU89TYJ49AwrESpSdR6iy,2025-03-13 00:00:00.000000 +00:00,SKEVT,single,3,7300343247913,2025 Gamebojj,2025 Gamebojj,Gamebojj,18,2025-01-10,day,1
2G46yYLe12uuXSb3Y5tt9C,2025-03-13 00:00:00.000000 +00:00,SMALL DICK,single,3,8721253565321,2025 Gozzi Records,2025 Gozzi Records,Gozzi Records,27,2025-01-24,day,1
5n7RRi5OBpvB2HP9h88Qco,2025-03-13 00:00:00.000000 +00:00,Matilda,single,3,8721253528890,2025 Gozzi Records,2025 Gozzi Records,Gozzi Records,23,2025-01-17,day,1
2l4MvnsvH27ZoNe5wmSYVT,2025-03-13 00:00:00.000000 +00:00,CLOWN,single,3,199091160837,2025 Europhoria,2025 Europhoria,Europhoria,26,2025-01-17,day,1
0Eqr5LW9JXF8WuTrUHgglI,2025-03-13 00:00:00.000000 +00:00,FRÖKENS BUBBEL & BUBBELBAD,single,3,8721253500124,2025 Gozzi Records,2025 Gozzi Records,Gozzi Records,25,2025-01-10,day,1
2i5JpW0ctZBzqZW00kT4Fl,2025-03-13 00:00:00.000000 +00:00,EFTERFEST,single,3,196872739961,,(P) 2024 Partylandslaget under exclusive license to Sony Music Entertainment Sweden AB,536f6e79-204d-7573-6963-204c6f63616c,35,2024-12-25,day,1
1IplXCiURDGcKLTgI42MGn,2025-03-13 00:00:00.000000 +00:00,BABY TONIGHT,single,3,7300343275565,2025 vem e du?,2025 vem e du?,vem e du?,12,2025-01-10,day,1
38Oie397kvzfrIZXatV1mF,2025-03-13 00:00:00.000000 +00:00,SUP & SVÄLJ,single,3,7300343219729,32303235-2052-6167-6761-726c6967616e,32303235-2052-6167-6761-726c6967616e,Raggarligan,20,2025-01-10,day,1
5nvmQ5fxywSgHp0Uq6UNSW,2025-03-13 00:00:00.000000 +00:00,56696c6c-2049-6e74-6520-486120446967,single,4,5021732586384,"© 2024 BIG DROP Music, a divison of Warner Music Sweden AB","℗ 2024 BIG DROP Music, a divison of Warner Music Sweden AB",WM Sweden,24,2024-12-25,day,1
04uM5K8bE0J6nJBEQuh9ib,2025-03-13 00:00:00.000000 +00:00,V,single,53,0616293230491,2013 Astronaut Recordings,2013 Astronaut Recordings,Astronaut Recordings,42,2013-05-08,day,5
0JUcDAaiv4ssfLlNdAufBs,2025-03-13 00:00:00.000000 +00:00,5053206a-6167-2068-6174-617220646967,album,3,190296365461,© 2021 Miriam Bryant under exclusive license to Warner Music Sweden AB,℗ 2021 Miriam Bryant under exclusive license to Warner Music Sweden AB,WM Sweden,52,2021-11-19,day,12
2vfAUHETnPNig4dB93xgPR,2025-03-13 00:00:00.000000 +00:00,C’EST LA VIE (PARIS),single,2,00602475741381,"© 2024 CLTE Music Recordings AB, under exclusive license to Universal Music AB","℗ 2024 CLTE Music Recordings AB, under exclusive license to Universal Music AB",Universal Music AB,31,2024-12-27,day,1
2TuDm8bSqo2ALF5rvTPnXj,2025-03-13 00:00:00.000000 +00:00,Tracksuit,single,3,199096384924,2024 Lennartsmörmusic,2024 Lennartsmörmusic,Lennartsmörmusic,7,2025-01-03,day,1
2nkEqixxTmd9E7umk0OUwG,2025-03-13 00:00:00.000000 +00:00,DÖ,single,3,196872578508,,(P) 2024 Dream Music Group. Distributed by Sony Music Entertainment Sweden AB.,Dream Music Group,38,2024-11-08,day,1
1f9HXFo9VXXudM3BWTR40h,2025-03-13 00:00:00.000000 +00:00,TAPPAD,single,3,7300342863091,32303234-2052-6167-6761-726c6967616e,32303234-2052-6167-6761-726c6967616e,Raggarligan,14,2024-11-29,day,1
19HLnwVu4x8pceg5mWQmmy,2025-03-13 00:00:00.000000 +00:00,Ingen vill veta var du köpt din tröja,single,3,198704201936,© 2024 Farmen Records,℗ 2024 Farmen Records,Farmen Records,10,2024-11-08,day,1
6EQA7B9AXoGhiBPJ5y9RYy,2025-03-13 00:00:00.000000 +00:00,GÅR LOSS,single,3,8721253237327,2024 AllaVet / Dalapop,2024 AllaVet / Dalapop,Valley Music Dalapop,8,2024-11-22,day,1
4TpjaYpDpfPRrcX2sUE9OB,2025-03-13 00:00:00.000000 +00:00,UPPKÄFTIG,single,2,00602475384069,© 2024 Universal Music AB,℗ 2024 Universal Music AB,Universal Music AB,33,2024-11-01,day,1
5e6k8Q3Inr5F0ZK3O7WwsM,2025-03-13 00:00:00.000000 +00:00,Truls Möregårdh,single,4,5034644151908,2024 GFM,2024 GFM,Henric Edström,17,2024-10-25,day,1
1d5bHkTIsiFEVcpKu7rJyc,2025-03-13 00:00:00.000000 +00:00,Ögon,single,3,7300343121749,32303234-2046-6576-6572-20576f726c64,32303234-2046-6576-6572-20576f726c64,Fever World,16,2024-12-27,day,1
4YdjplSWknlQrYC2DF3oRX,2025-03-13 00:00:00.000000 +00:00,TACKA VET JA TURBODIESEL,single,3,8721253193739,2024 Gozzi Records,2024 Gozzi Records,Gozzi Records,23,2024-11-08,day,1
0AK8VZwZCynq6yAPiIM8FA,2025-03-13 00:00:00.000000 +00:00,Equanimity,single,3,8721253179139,2024 Peyote Productions,2024 Peyote Productions,Peyote Productions,5,2024-11-29,day,1
6UF1HqWxGmhwMJqwQ4CaQ8,2025-03-13 00:00:00.000000 +00:00,Önskar det vore så enkelt,single,2,00602475623991,"© 2024 Stadig Stockholm AB, distributed by Universal Music AB","℗ 2024 Stadig Stockholm AB, distributed by Universal Music AB",Universal Music AB,20,2024-11-22,day,1
5Xviv8zcSunicwIonUFerI,2025-03-13 00:00:00.000000 +00:00,VART SKA VI SOVA INATT,single,3,198846661940,(C) 2024 TGR Music Group. Distributed by Sony Music Entertainment Sweden AB,(P) 2024 TGR Music Group. Distributed by Sony Music Entertainment Sweden AB,TGR Music Group,24,2024-11-08,day,1
0LjM2vGkNrdtxaIUovAQQp,2025-03-13 00:00:00.000000 +00:00,KBT (Kör bara tesla),single,3,7316479038646,2024 CLOVR Records,2024 CLOVR Records,CLOVR Records,10,2024-11-08,day,1
7JA7Uc3QLDP6zEvnVpSxu9,2025-03-13 00:00:00.000000 +00:00,GAME OVER,single,3,7300342650301,2024 Gamebojj,2024 Gamebojj,Gamebojj,16,2024-11-08,day,4
72WBW12AGDPNKsPfV0lOL6,2025-03-13 00:00:00.000000 +00:00,Nåt i vattnet,single,2,00602448759320,"© 2022 Levenum AB, under exclusive license to Universal Music AB","℗ 2022 Levenum AB, under exclusive license to Universal Music AB",Universal Music AB,41,2022-10-14,day,1
2DlbIW255Socgji173Ttf0,2025-03-13 00:00:00.000000 +00:00,56697361-2064-696e-6120-747574746172,single,3,7333041031461,© 2024 NINETONE RECORDS,℗ 2024 NINETONE RECORDS,Ninetone,29,2024-11-08,day,1
2vhz8FpzSlZaIJhGEgCZx4,2025-03-13 00:00:00.000000 +00:00,HEJSAN HOPPSAN,single,3,7300342632727,2024 FS10,2024 FS10,FS10,23,2024-11-08,day,1
7r1tYoKWDYU7dyFUuWs0Eu,2025-03-13 00:00:00.000000 +00:00,Tio Glas Tequila (Dunk Remix),single,3,7300342661321,2024 Imperia Records,2024 Imperia Records,Imperia Records,22,2024-11-08,day,1
2roZGGCQeuWLFMCkTzk4Tq,2025-03-13 00:00:00.000000 +00:00,Tårar i ett glas,single,3,198881221864,32303234-2045-6e74-6572-746174696f6e,32303234-2045-6e74-6572-746174696f6e,Entertation,36,2024-11-08,day,1
3RN8yuNI167pkxrDkVVlS8,2025-03-13 00:00:00.000000 +00:00,LOST AND FOUND,single,54,7300342433089,2024 vem e du?,2024 vem e du?,vem e du?,27,2024-10-11,day,1
4Wo5P7Xsxu8TnmRotqYpOa,2025-03-13 00:00:00.000000 +00:00,Dam Di Dam,single,4,5021732549402,"© 2024 BIG DROP Music, a divison of Warner Music Sweden AB","℗ 2024 BIG DROP Music, a divison of Warner Music Sweden AB",WM Sweden,21,2024-11-22,day,1
4S35rt66m0gBtGJWx6tpXo,2025-03-13 00:00:00.000000 +00:00,BAD GIRL,single,3,7300342821718,2024 vem e du?,2024 vem e du?,vem e du?,20,2024-11-22,day,1
0eEWGEISXFaRTUREX9p2pv,2025-03-13 00:00:00.000000 +00:00,HOT SHOT,single,3,7300342553756,2024 House of Albatraoz,2024 House of Albatraoz,House of Albatraoz,25,2024-10-25,day,1
1NsKLitIxSh6L3e9I4mn3H,2025-03-13 00:00:00.000000 +00:00,JALLA DET ÄR FREDAG,single,2,00602465360301,© 2024 Universal Music AB,℗ 2024 Universal Music AB,Universal Music AB,20,2024-03-15,day,1
7xLv5cTNIPcKpKdqnc6jb0,2025-03-13 00:00:00.000000 +00:00,Alla coola hänger i köket,single,3,7300342375952,32303234-204b-4152-414b-54c384524552,32303234-204b-4152-414b-54c384524552,KARAKTÄRER,34,2024-10-04,day,5
586zLiUWLDzj9YgVA910tq,2025-03-13 00:00:00.000000 +00:00,NU HÖJER VI GLASEN (RÖDLUVAN),single,4,5034644180601,2024 Emperial AB under exclusive distribution to Warner Music Sweden AB,2024 Emperial AB under exclusive distribution to Warner Music Sweden AB,Emperial AB,6,2024-10-25,day,2
4qbU9Iwj9xXyS09KZUC3jZ,2025-03-13 00:00:00.000000 +00:00,TABLETTER,single,3,7300342539231,2024 Underklass Records,2024 Underklass Records,Underklass Records,7,2024-10-25,day,1
6uYLqAxM7nIfqQ7xs7ZXSQ,2025-03-13 00:00:00.000000 +00:00,Galen,single,3,7333041031300,© 2024 NINETONE RECORDS,℗ 2024 NINETONE RECORDS,Ninetone,15,2024-10-25,day,4
1aL95d64nyE015Sb3Ozqbz,2025-03-13 00:00:00.000000 +00:00,Galet jävla kär,single,3,196872533170,,(P) 2024 Uggly Music under exclusive license to Sony Music Entertinment Sweden AB,Uggly Music,37,2024-10-18,day,1
5k52sj7dirn6gpWjHYm5lu,2025-03-13 00:00:00.000000 +00:00,DANSA,single,2,00602475352280,"© 2024 CLTE Music Recordings AB, under exclusive license to Universal Music AB","℗ 2024 CLTE Music Recordings AB, under exclusive license to Universal Music AB",Universal Music AB,30,2024-10-18,day,1
03GEHmN4XYj9KVgZSHwPJk,2025-03-13 00:00:00.000000 +00:00,100 Bira,single,3,8721253119791,2024 Gozzi Records,2024 Gozzi Records,Gozzi Records,20,2024-10-25,day,1
0AuHsvNvh7EC5LODzO6AH7,2025-03-13 00:00:00.000000 +00:00,Jag kommer,single,3,196872519624,,(P) 2024 Sony Music Entertainment Sweden AB,Cupol,26,2024-10-25,day,4
1ODJZ5v5iVTJsJ4VVrXUBC,2025-03-13 00:00:00.000000 +00:00,Ljuger jag för mig själv igen?,single,3,7300342532379,2024 Imperia Records,2024 Imperia Records,Imperia Records,24,2024-10-25,day,1
